MOD200-22-N,-,Modern,Ellis,Maytoni Modern,Metal frame. Modern design using a LED module.,Chrome,92,184,-,-,-,-,-,Metal,1450,-,250,250,-,-,-,250,20,250,-,-,27.6W,1863,A++-A,20,-,No,Yes,Floor lamp,4251110010212,"1,55",0.12,0.12,"2,70","4,81","1,395",Maytoni Modern,Modern,Ellis,Floor lamp,Chrome,48,,184 €,  949.25 PLN ,1450, - ,250,250,"LED  27,6W",0,0.14
P444-PL-01-26W-N,MOD444-22-N,Modern,Plasma,Maytoni Modern,"Wall/ceiling lamp. The frame consists of a mirror and glass. 
Light-emitting diode (LED) module. 
",Chrome,67,133,-,-,-,-,-,Metal,1500,-,900,120,-,35,250,-,-,-,-,-,26W,1820,A++-A,20,1500,No,Yes,Pendant,4251110019680,"0,10",0.12,0.12,"3,20","4,10",48,Maytoni Modern,Modern,Plasma,Pendant,Chrome,50,,133 €,  686.15 PLN ,1500, - ,900,120,LED  26W,0,0.00
P444-PL-01-36W-N,MOD444-02-N,Modern,Plasma,Maytoni Modern,"Wall/ceiling lamp. The frame consists of a mirror and glass. 
Light-emitting diode (LED) module. 
",Chrome,91,182,-,-,-,-,-,Metal,1500,-,1200,120,-,40,400,-,-,-,-,-,36W,2520,A++-A,20,1500,No,Yes,Pendant,4251110019697,"0,13",0.19,0.1,4,"5,70",63,Maytoni Modern,Modern,Plasma,Pendant,Chrome,50,,182 €,  938.94 PLN ,1500, - ,1200,120,LED 36W,0,0.01
C444-WL-01-08W-N,MOD444-00-N,Modern,Plasma,Maytoni Modern,"Wall/ceiling lamp. The frame consists of a mirror and glass. 
Light-emitting diode (LED) module. 
",Chrome,25,49,-,-,-,-,-,Metal,70,-,300,100,-,-,-,260,70,30,-,-,8W,560,A++-A,20,-,No,Yes,Ceiling lamp,4251110019703,"0,36",0.19,0.1,"0,70","1,10",81,Maytoni Modern,Modern,Plasma,Ceiling lamp,Chrome,51,,49 €,  252.79 PLN ,70, - ,300,100,LED  8W,0,0.01
C444-WL-01-13W-N,MOD444-01-N,Modern,Plasma,Maytoni Modern,"Wall/ceiling lamp. The frame consists of a mirror and glass. 
Light-emitting diode (LED) module. 
",Chrome,31,62,-,-,-,-,-,Metal,70,-,450,100,-,-,-,410,70,30,-,-,13W,910,A++-A,20,-,No,Yes,Ceiling lamp,4251110019710,"0,51",0.08,0.13,"1,10","1,50",114,Maytoni Modern,Modern,Plasma,Ceiling lamp,Chrome,51,,62 €,  319.86 PLN ,70, - ,450,100,LED 13W,0,0.01
C444-WL-01-21W-N,MOD444-11-N,Modern,Plasma,Maytoni Modern,"Wall/ceiling lamp. The frame consists of a mirror and glass. 
Light-emitting diode (LED) module. 
",Chrome,41,83,-,-,-,-,-,Metal,70,-,600,100,-,-,-,560,70,35,-,-,21W,1470,A++-A,20,-,No,Yes,Ceiling lamp,4251110019727,"0,68",0.07,0.12,"1,50",2,184,Maytoni Modern,Modern,Plasma,Ceiling lamp,Chrome,51,,83 €,  428.20 PLN ,70, - ,600,100,LED  21W,0,0.02
MOD448-44-N,-,Modern,Olympia,Maytoni Modern,Metal frame. Modern design using a LED module.,Chrome,87,174,-,-,-,-,-,Metal,20,-,740,440,-,50,160,-,-,-,-,-,30W,1500,A++-A,20,-,No,Yes,Ceiling lamp,4251110006260,"0,78",0.07,0.12,1,"2,50",487,Maytoni Modern,Modern,Olympia,Ceiling lamp,Chrome,52,,174 €,  897.66 PLN ,20, - ,740,440,LED  30W,0,0.05
MOD448-55-N,-,Modern,Olympia,Maytoni Modern,Metal frame. Modern design using a LED module.,Chrome,116,233,-,-,-,-,-,Metal,70,-,970,520,-,50,160,-,-,-,-,-,45W,-,A++-E,20,-,No,Yes,Ceiling lamp,4251110063577,"1,01",0.07,0.17,"1,50","2,90",735,Maytoni Modern,Modern,Olympia,Ceiling lamp,Chrome,52,,233 €,"  1,202.04 PLN ",70, - ,970,520,LED 45W,0,0.07
MOD448-CL-4-30-W,-,Modern,Olympia,Maytoni Modern,Metal frame. Modern design using a LED module.,White,79,157,-,-,-,-,-,Metal,20,-,740,440,-,50,160,-,-,-,-,-,30W,1500,A++-A,20,-,No,Yes,Ceiling lamp,4251110012742,"0,78",0.07,0.17,1,"2,50",487,Maytoni Modern,Modern,Olympia,Ceiling lamp,White,53,,157 €,  809.96 PLN ,20, - ,740,440,LED 30W,0,0.05
MOD448-CL-5-45-W,-,Modern,Olympia,Maytoni Modern,Metal frame. Modern design using a LED module.,White,109,219,-,-,-,-,-,Metal,20,-,970,520,-,50,160,-,-,-,-,-,45W,2250,A++-A,20,-,No,Yes,Ceiling lamp,4251110012759,"1,01",0.07,0.17,"1,50","2,90",735,Maytoni Modern,Modern,Olympia,Ceiling lamp,White,53,,219 €,"  1,129.82 PLN ",20, - ,970,520,LED  45W,0,0.07
MOD809-CL-03-36-W,-,Modern,Aprilia,Maytoni Modern,Metal frame. Modern design using LED module. Model MOD809-CL-06-72-WB is made in two colours: white + black,White,86,172,-,-,-,-,-,Metal,75,-,548,583,-,40,150,-,-,-,-,-,36W,3400,A++-A,20,-,No,Yes,Ceiling lamp,4251110013350,"0,65",0.07,0.1,"1,61","3,70",436,Maytoni Modern,Modern,Aprilia,Ceiling lamp,White,54,,172 €,  887.35 PLN ,75, - ,548,583,LED 36W,0,0.04
